"","Year","Month","SettlementPoint","AveragePrice"
"364",2018,2,"LZ_WEST",22.1241071428571
"365",2018,3,"HB_BUSAVG",22.5619784656797
"366",2018,3,"HB_HOUSTON",23.7825437415882
"367",2018,3,"HB_HUBAVG",22.4034320323015
"368",2018,3,"HB_NORTH",22.6080080753701
"369",2018,3,"HB_SOUTH",22.8884522207268
"370",2018,3,"HB_WEST",20.3336204576043
"371",2018,3,"LZ_AEN",22.2028263795424
"372",2018,3,"LZ_CPS",25.2892732166891
"373",2018,3,"LZ_HOUSTON",23.9334589502019
"374",2018,3,"LZ_LCRA",22.0513055181696
"375",2018,3,"LZ_NORTH",22.6405518169583
"376",2018,3,"LZ_RAYBN",23.8057065948856
"377",2018,3,"LZ_SOUTH",26.7599730820996
"378",2018,3,"LZ_WEST",22.3016285329744
"379",2018,4,"HB_BUSAVG",23.1429583333333
"380",2018,4,"HB_HOUSTON",24.6526944444444
"381",2018,4,"HB_HUBAVG",22.4503055555556
"382",2018,4,"HB_NORTH",23.5229166666667
"383",2018,4,"HB_SOUTH",24.4718888888889
"384",2018,4,"HB_WEST",17.156625
"385",2018,4,"LZ_AEN",22.1884861111111
"386",2018,4,"LZ_CPS",26.535375
"387",2018,4,"LZ_HOUSTON",24.7283472222222
"388",2018,4,"LZ_LCRA",22.6440277777778
"389",2018,4,"LZ_NORTH",24.3668888888889
"390",2018,4,"LZ_RAYBN",27.198875
"391",2018,4,"LZ_SOUTH",28.1869722222222
"392",2018,4,"LZ_WEST",21.128125
"393",2018,5,"HB_BUSAVG",34.0052419354839
"394",2018,5,"HB_HOUSTON",34.1475537634409
"395",2018,5,"HB_HUBAVG",32.8348521505376
"396",2018,5,"HB_NORTH",35.3061424731183
"397",2018,5,"HB_SOUTH",34.2260752688172
"398",2018,5,"HB_WEST",27.6920161290323
"399",2018,5,"LZ_AEN",33.1661693548387
"400",2018,5,"LZ_CPS",36.0555913978495
"401",2018,5,"LZ_HOUSTON",35.5330376344086
"402",2018,5,"LZ_LCRA",34.7354032258065
"403",2018,5,"LZ_NORTH",37.4518817204301
"404",2018,5,"LZ_RAYBN",40.95125
"405",2018,5,"LZ_SOUTH",41.2744220430108
"406",2018,5,"LZ_WEST",49.6001209677419
"407",2018,6,"HB_BUSAVG",29.966125
"408",2018,6,"HB_HOUSTON",30.6284861111111
